gvkey,conm,fyear,xrd,ni,at,sale,siccd,dlc,dltt
133764,EAGLE BANCORP MONTANA INC,2019,,10.872,1054.26,70.352,6020,83.78,31.411
133766,HEALTHSTREAM INC,2019,29.109,15.77,489.544,254.112,7372,2.797,30.733
133767,KRISPY KREME INC,2019,0.0,-37.409,2874.626,959.408,5400,93.304,1408.793
133768,METLIFE INC,2019,,5899.0,740463.0,69744.0,6311,268.0,19230.0
133825,SUPPORT.COM INC,2019,,3.846,38.04,63.333,7370,0.068,0.007
133844,IMAGEWARE SYSTEMS INC,2019,7.488,-11.581,8.41,3.506,7373,0.373,1.716
133868,LEXICON PHARMACEUTICALS INC,2019,120.562,130.133,417.715,322.073,2835,11.565,235.273
133869,LIVEPERSON INC,2019,82.145,-96.071,512.71,291.609,7370,6.602,191.877
133871,SANGAMO THERAPEUTICS INC,2019,145.922,-95.186,637.516,102.428,2836,3.214,41.192
133885,EXELIXIS INC,2019,336.964,321.012,1885.67,967.775,2836,2.728,48.011
133949,QUALSTAR CORP,2019,,-0.007,10.038,13.439,3572,0.252,0.453
134450,KIEWIT ROYALTY TRUST,2019,,1.003,0.397,1.184,6795,0.0,0.0
134464,CHS INC,2019,,829.88,16447.494,31900.453,5150,2195.318,1749.901
134932,ON SEMICONDUCTOR CORP,2019,642.5,211.7,8425.5,5517.9,3674,762.1,2964.4
135044,PIXELWORKS INC,2019,26.018,-9.077,64.657,68.755,3674,1.545,4.212
135410,FRONTIER OILFIELD SRVCS -OLD,2019,,-4.155,0.073,0.892,1389,0.001,0.0
135484,FRONTIER COMMUNIC PARENT INC,2019,,-5911.0,17488.0,8107.0,4813,1063.0,16617.0
135527,LIVE CURRENT MEDIA INC,2019,0.018,0.016,0.545,0.0,7370,0.0,0.0
135788,CEVA INC,2019,52.843,0.028,297.021,87.152,6794,2.393,8.273
135844,INNOVATIVE SOLTNS & SUPP INC,2019,2.49,1.85,38.557,17.572,3577,0.0,0.0
135965,RIBBON COMMUNICATIONS INC,2019,141.06,-130.075,814.908,563.111,7373,19.224,85.341
135990,NRG ENERGY INC,2019,,4438.0,12531.0,9821.0,4911,161.0,6286.0
136186,INSMED INC,2019,131.711,-254.337,742.299,136.467,2836,12.261,384.777
136265,BANC OF CALIFORNIA INC,2019,,468.636,26770.806,1362.455,6020,1759.0,603.571
164538,SCIENTIFIC ENERGY INC,2019,0.0,-0.544,0.123,0.0,7370,0.237,0.0
136648,VISTEON CORP,2019,300.0,70.0,2271.0,2945.0,3714,67.0,487.0
136725,INTUITIVE SURGICAL INC,2019,557.3,1379.3,9733.2,4478.5,3845,7.7,68.7
137024,BASIC ENERGY SERVICES INC,2019,,-181.898,550.474,567.25,1389,23.644,317.999
152049,FIRST BANCSHARES INC/MS,2019,,43.745,3941.863,174.529,6020,209.672,91.843
137131,CHARLES RIVER LABS INTL INC,2019,,252.019,4692.79,2621.226,8731,58.902,1965.918
137230,MVC CAPITAL INC,2019,,16.316,362.163,30.55,6797,0.0,127.803
137310,MARVELL TECHNOLOGY INC,2019,1080.391,1584.391,11133.235,2699.161,3674,28.662,1554.802
137351,BERKSHIRE HILLS BANCORP INC,2019,,97.45,13215.97,592.164,6020,544.996,374.171
137370,AMERICAN BANK INC/PA,2019,,7.881,641.552,27.403,6020,25.892,75.266
137373,CAPSTONE GREEN ENRGY HLD INC,2019,3.649,-21.898,73.955,68.926,3510,0.477,33.037
137432,DELTA APPAREL INC,2019,,8.242,377.988,431.73,2300,12.974,122.132
137434,IGO INC,2019,,1.042,30.475,59.413,,1.048,8.334
137441,ZIVO BIOSCIENCE INC,2019,2.307,-11.51,0.369,0.0,2834,5.28,0.0
137573,ENTEGRIS INC,2019,121.14,254.86,2516.086,1591.066,3559,14.025,976.311
137602,AXCELIS TECHNOLOGIES INC,2019,53.931,17.034,548.094,342.958,3559,3.543,50.702
137609,MAXAR TECHNOLOGIES INC,2019,10.0,109.0,5157.0,1666.0,3663,70.0,3088.0
137642,FILANA THERAPEUTICS INC,2019,1.568,-4.631,23.486,0.0,2834,0.09,0.0
137874,SMTC CORP,2019,,-5.995,213.379,372.511,3672,38.305,45.203
137943,ENTRAVISION COMMUNICATIONS,2019,,-19.712,656.2,273.575,4833,12.056,254.411
138122,ARENA PHARMACEUTICALS INC,2019,231.496,397.555,1174.123,806.431,2836,5.114,57.013
138205,ILLUMINA INC,2019,647.0,1002.0,7316.0,3543.0,3826,45.0,1836.0
138341,CURIS INC,2019,22.302,-32.141,35.107,10.004,2836,0.166,62.477
138467,LANTRONIX INC,2019,9.079,-0.408,48.944,46.89,3576,0.004,0.0
138483,BRUKER CORP,2019,187.7,197.2,2771.5,2072.6,3826,21.1,859.8
138541,BANKGUAM HOLDING CO,2019,,16.151,1953.062,110.584,6020,2.362,42.548
138601,P10 HOLDINGS INC,2019,0.0,12.017,202.766,45.031,6726,0.0,152.422
138707,SURGALIGN HOLDINGS INC,2019,16.836,-211.642,344.509,308.384,3842,175.336,1.547
138743,EQUINIX INC,2019,,507.45,23965.615,5562.14,6798,941.672,12345.645
139025,PINNACLE FINL PARTNERS INC,2019,,400.881,27805.496,1331.762,6020,748.872,2275.559
139133,SUNRISE REAL ESTATE GRP INC,2019,,-1.755,187.283,32.99,6552,1.433,0.0
139201,180 DEGREE CPTL CORP,2019,,13.179,99.787,0.899,6797,0.0,0.0
139665,MOODY'S CORP,2019,,1422.0,10265.0,4829.0,7323,89.0,6066.0
139705,MIDDLEFIELD BANC CORP,2019,,12.711,1182.475,59.366,6020,5.52,13.211
139804,TTM TECHNOLOGIES INC,2019,,41.301,3560.933,2689.308,3672,258.153,1242.479
139861,CATERPILLAR INC-PRE FASB,2019,1693.0,6093.0,48437.0,50755.0,,21.0,9151.0
140023,DELCATH SYSTEMS INC,2019,9.49,-8.879,14.212,1.58,3841,0.664,2.197
140042,ASPIRA WOMENS HEALTH INC,2019,1.018,-15.237,13.828,4.538,2835,0.232,1.112
140044,DURECT CORP,2019,30.209,-20.578,86.02,29.564,2834,2.043,24.779
140073,INTEGER HOLDINGS CORP,2019,46.529,96.336,2353.093,1258.094,3845,45.007,814.386
140541,TAPESTRY INC,2019,,643.4,6877.3,6027.1,3100,0.8,1601.9
140565,SELECT BANCORP INC,2019,,13.035,1275.076,63.865,6020,0.0,66.185
140568,CHEMBIO DIAGNOSTICS INC,2019,8.538,-13.675,55.729,34.464,2835,0.79,24.786
140938,VILLAGE BANK AND TRUST FINL,2019,,4.477,540.313,31.395,6020,13.0,36.703
140982,LIGHTBRIDGE CORP,2019,2.676,-10.587,20.205,0.0,2860,0.0,0.0
140988,TRINET GROUP INC,2019,,212.0,2748.0,3856.0,7374,39.0,417.0
141006,SEAFARER EXPLORATION CORP,2019,0.444,-2.309,1.064,0.014,7372,0.984,0.0
141178,INSEEGO CORP,2019,23.853,-40.125,161.373,219.496,3661,1.288,149.58
141277,EXACT SCIENCES CORP,2019,139.694,-83.993,3505.768,876.293,8731,8.725,946.302
141278,MOSYS INC,2019,4.182,-2.58,9.399,10.086,3674,0.166,2.858
141359,RESOURCES CONNECTION INC,2019,,28.285,529.181,703.353,8721,11.223,118.672
141363,NUSTAR ENERGY LP,2019,,-105.693,6185.992,1498.021,2911,472.829,3005.001
141384,ALIGN TECHNOLOGY INC,2019,157.361,442.776,2500.702,2406.796,3843,15.737,43.463
141460,SEAGEN INC,2019,719.374,-158.65,2205.866,916.713,2836,9.445,67.607
141469,HARVARD BIOSCIENCE INC,2019,11.656,-4.687,164.87,116.176,3826,9.324,55.141
141496,DYNAVAX TECHNOLOGIES CORP,2019,62.331,-152.6,279.068,35.219,2836,3.039,216.446
141667,PACIFIC FINANCIAL CORP,2019,,13.758,929.414,55.465,6020,2.65,15.257
141846,ACADIA PHARMACEUTICALS INC,2019,115.636,-235.259,783.183,339.076,2836,3.434,6.361
141887,VERIFYME INC,2019,0.005,-2.508,0.943,0.245,2890,0.298,0.0
141913,GLOBAL PAYMENTS INC,2019,,430.613,44480.162,4911.892,7374,587.186,9487.852
142088,CENTERSTATE BANK CORP,2019,,225.396,17142.025,851.82,6020,629.769,109.393
142129,BOWLIN TRAVEL CENTERS INC,2019,,0.348,25.16,28.969,5412,0.692,8.55
142230,MAGELLAN MIDSTREAM PRTNRS LP,2019,,1020.849,8437.729,2727.912,4610,26.221,4850.098
142260,OIL STATES INTL INC,2019,7.0,-231.808,1727.867,1017.354,3533,33.928,258.329
142337,NORTHERN OIL & GAS INC,2019,,-76.318,1905.465,472.402,1311,0.0,1118.161
142460,PEABODY ENERGY CORP,2019,,-211.3,6542.8,4623.4,1220,47.9,1345.3
142546,MARINE PRODUCTS CORP,2019,0.73,28.239,104.764,292.136,3730,0.047,0.11
142814,SYNAPTICS INC,2019,341.1,-22.9,1409.8,1472.2,3674,0.0,468.3
142953,MONDELEZ INTERNATIONAL INC,2019,351.0,3870.0,64549.0,25868.0,2052,4397.0,14610.0
142956,OMNICELL INC,2019,68.644,61.338,1240.81,897.027,7373,10.058,100.669
143153,SHORE BANCSHARES INC,2019,,16.198,1559.235,69.787,6020,1.226,19.792
143356,PRUDENTIAL FINANCIAL INC,2019,,4186.0,896552.0,64845.0,6311,11614.0,20514.0
143526,RETRACTABLE TECHNOLOGIES INC,2019,0.516,3.148,39.178,41.797,3841,0.343,2.378
143710,WILLIAMS INDUSTRIAL SE G INC,2019,,2.186,112.466,245.787,1600,14.534,35.597
143788,REFLECT SCIENTIFIC INC,2019,0.21,-0.196,1.079,1.609,3821,0.055,0.013
143912,AXON ENTERPRISE INC,2019,100.721,0.882,845.639,530.86,3480,3.817,6.792
143974,BREAD FINANCIAL HOLDINGS INC,2019,,278.0,26494.8,5581.3,7374,10097.2,12502.7
146091,FIRST OTTAWA BANCSHARES INC,2019,,2.375,453.155,19.118,6020,0.0,39.2
144122,MVB FINANCIAL CORP,2019,,26.991,1944.114,146.965,6020,204.233,47.74
144396,CROSS COUNTRY HEALTHCARE INC,2019,,-57.713,382.374,822.224,7363,4.878,90.044
144436,NATUS MEDICAL INC,2019,58.733,-15.671,622.527,495.175,3845,41.261,32.315
144437,PDF SOLUTIONS INC,2019,32.747,-5.418,239.544,85.585,7370,1.867,7.677
144520,AMN HEALTHCARE SERVICES INC,2019,,113.988,1931.646,2222.107,7361,13.943,708.368
144559,ZIMMER BIOMET HOLDINGS INC,2019,519.4,1131.6,24638.7,7982.2,3842,1564.2,6936.9
144580,BALTIMORE GAS & ELECTRIC CO,2019,,360.0,10634.0,3106.0,4911,108.0,3320.0
144640,ASBURY AUTOMOTIVE GROUP INC,2019,0.0,184.4,2911.3,7210.3,5500,921.3,959.6
144646,BLACK HILLS POWER INC,2019,,46.902,1260.357,291.219,4911,82.878,354.281
144848,DUKE ENERGY PROGRESS INC,2019,,805.0,33377.0,5957.0,4911,1109.0,8406.0
144887,NORTHWEST BIOTHERAPEUTICS,2019,13.59,-20.296,9.129,2.41,2834,6.53,11.502
144998,XPO INC,2019,,419.0,14128.0,16648.0,4731,552.0,6958.0
145024,GLADSTONE CAPITAL CORP,2019,,19.869,426.069,50.035,6797,0.0,173.171
145041,BIG 5 SPORTING GOODS CORP,2019,0.0,8.445,688.8,996.495,5940,74.22,278.152
145046,ELEVANCE HEALTH INC,2019,,4807.0,77453.0,104213.0,6324,2456.0,18269.0
145049,GAMESTOP CORP,2019,0.0,-470.9,2819.7,6466.0,5734,239.4,949.1
145080,STAR EQUITY HOLDING INC -OLD,2019,0.0,-4.627,90.56,114.185,8071,8.756,21.623
145206,NUTRA PHARMA CORP,2019,,-6.591,0.34,0.104,2836,7.374,1.051
145268,CLECO POWER LLC,2019,,148.262,4476.53,1168.37,4911,64.522,1353.03
145269,IDAHO POWER CO,2019,,224.437,6494.159,1342.94,4911,100.0,1736.659
145270,NEVADA POWER CO,2019,,264.0,8202.0,2148.0,4911,599.0,2223.0
145273,NORTHERN STATES POWER CO /MN,2019,,542.6,19916.4,5111.8,4931,409.9,5747.0
145308,WW INTERNATIONAL INC,2019,,119.616,1498.314,1413.337,7200,129.612,1608.48
145347,PECO ENERGY CO,2019,,528.0,11469.0,3100.0,4931,0.0,3590.0
145348,PPL ELECTRIC UTILITIES CORP,2019,,457.0,11901.0,2358.0,4911,0.0,3985.0
145350,CENTERPOINT ENERGY RES CORP,2019,,212.0,8439.0,6570.0,4923,4.0,2566.0
145407,SMART POWERR CORP,2019,,-8.773,123.845,0.867,3620,20.538,1.839
145409,GLOBAL DIGITAL SOLUTIONS INC,2019,0.0,-3.293,0.526,0.0,3790,4.26,0.0
145552,CENTENE CORP,2019,,1321.0,40994.0,74639.0,6324,249.0,14260.0
145701,PRINCIPAL FINANCIAL GRP INC,2019,,1394.2,276087.8,15999.6,6282,159.3,3897.5
145977,ADVANCE AUTO PARTS INC,2019,0.0,486.896,11248.525,9709.003,5531,477.982,2764.479
146017,ACUITY INC,2019,74.7,330.4,3172.4,3672.7,3640,9.1,347.5
146117,LIQUIDMETAL TECHNOLOGIES,2019,1.342,-7.43,41.331,1.373,3310,0.0,0.0
146140,PIEDMONT OFFICE REALTY TRUST,2019,0.0,229.261,3516.757,534.909,6798,0.985,1480.419
146171,MANTECH INTL CORP,2019,,113.89,2107.914,2222.559,7373,29.189,139.945
146206,DISH DBS CORP,2019,21.0,827.531,4386.559,12622.893,4899,1354.08,10021.41
146212,EL PASO NATURAL GAS CO,2019,,399.0,3199.0,791.0,4922,28.0,962.0
146411,CENTRAL MAINE POWER CO,2019,,118.056,4699.135,819.057,4911,2.861,1202.231
146500,ALERISLIFE INC,2019,0.0,-19.995,345.793,1410.902,8051,3.234,26.842
146607,WESTERN NEW ENG BANCORP INC,2019,,13.349,2181.476,91.821,6035,162.983,84.372
146616,CORCEPT THERAPEUTICS INC,2019,89.017,94.181,412.312,306.486,2834,1.558,1.903
146648,CUTERA INC,2019,15.085,-12.348,113.738,181.712,3845,3.341,5.69
146659,ABUNDIA GLOBAL IMPACT GRP IN,2019,,-2.516,7.069,0.998,1311,0.696,0.22
146734,BKF CAPITAL GROUP INC,2019,,-0.244,6.973,0.0,6282,0.0,0.0
146774,ROCHESTER GAS & ELECTRC CORP,2019,,94.855,4060.726,893.042,4931,36.302,1059.84
146775,DECISION DIAGNOSTICS CORP,2019,,-3.132,5.305,2.379,7373,3.129,0.0
147183,COMSTOCK INC,2019,,-3.805,39.57,0.18,1040,0.337,5.121
147204,COGENT COMMUNICATIONS HLDGS,2019,,37.52,932.124,531.245,4813,27.318,1030.782
147222,GOLDEN STATE WATER CO,2019,,66.663,1387.748,359.378,4941,1.956,292.584
147223,WASHINGTON GAS LIGHT CO,2019,,99.812,5696.739,1330.651,4924,305.333,1484.591
147242,VERINT SYSTEMS INC,2019,231.683,28.684,3016.058,1303.634,7370,29.613,930.38
147249,JANEL CORP,2019,,0.274,59.719,84.354,4731,9.371,7.143
147303,GOLF ENTERTAINMENT GROUP INC,2019,,-54.854,515.991,272.064,7990,23.076,251.992
147305,JETBLUE AIRWAYS CORP,2019,,569.0,11918.0,8094.0,4512,472.0,2680.0
147312,BCB BANCORP INC,2019,,21.034,2907.468,128.946,6020,52.59,243.4
147340,GLOBALSCAPE INC,2019,1.355,13.267,34.559,40.343,7372,4.575,45.645
147352,MORGAN GROUP HOLDING CO,2019,,-1.907,8.137,9.245,6211,0.0,0.0
147501,TRITON EMISSION SOLUTIONS,2019,0.0,-1.35,0.014,0.0,3590,13.375,0.0
147579,NETFLIX INC,2019,1545.149,1866.916,33975.712,20156.447,7841,190.622,16181.872
147690,OREGON BANCORP INC/OR,2019,,11.507,269.482,57.959,6020,0.175,2.843
147708,CALAVO GROWERS INC,2019,,36.646,390.36,1195.777,5140,0.762,5.412
147792,SEVERN BANCORP INC,2019,,8.374,826.919,50.074,6035,25.0,33.216
147849,TRUBRIDGE INC,2019,36.861,20.468,339.589,274.634,7373,9.974,105.689
147868,BED BATH & BEYOND INC,2019,0.0,-121.841,417.727,1459.418,5961,6.603,21.554
147891,TPT GLOBAL TECH INC,2019,0.0,-14.028,15.454,10.212,4813,14.827,3.399
147988,AECOM,2019,,-261.05,14461.591,20173.329,8711,117.185,3285.755
148170,RIOT PLATFORMS INC,2019,,-20.039,30.38,6.837,7370,0.368,0.0
148219,BIODELIVERY SCIENCES INTL,2019,0.0,-15.305,182.905,111.389,2834,0.281,59.108
148223,GREAT LAKES DREDGE & DOCK CP,2019,,49.339,897.552,711.518,1600,21.351,373.974
148239,CHINA PHARMA HOLDINGS INC,2019,0.23,-20.702,22.235,10.924,2834,4.423,2.199
148256,HUNTSMAN INTERNATIONAL LLC,2019,137.0,551.0,8723.0,6797.0,2800,354.0,2841.0
148276,LAND O'LAKES INC,2019,97.7,205.906,8899.304,13887.722,2000,246.479,1066.116
148349,TRANSDIGM GROUP INC,2019,116.8,889.77,16254.731,5223.203,3728,429.732,16469.221
148350,TRAVELCENTERS OF AMERICA INC,2019,0.0,33.345,3230.895,6117.359,5500,104.07,2209.509
148390,FORMFACTOR INC,2019,81.499,39.346,839.882,589.464,3825,49.397,44.727
148391,BRAND HOUSE COLLECTIVE INC,2019,0.0,-53.265,422.442,603.88,5990,53.154,195.736
148396,XTI AEROSPACE INC,2019,3.893,-33.991,21.219,6.301,5045,8.08,0.837
148469,SAFETY INSURANCE GROUP INC,2019,,99.601,2022.669,874.264,6331,0.0,33.998
148470,RED ROBIN GOURMET BURGERS,2019,0.0,-7.903,1237.58,1315.014,5812,42.699,672.31
148669,CANANDAIGUA NATIONAL CORP,2019,,39.178,3015.665,173.725,6020,50.0,271.8
148772,CBAK ENERGY TECHNOLOGY INC,2019,1.906,-10.768,95.584,22.194,3690,26.774,9.519
148950,ENPRO INC,2019,20.6,38.3,2035.1,1205.7,3050,13.4,653.6
148998,QWEST CORP,2019,,1827.0,20999.0,8157.0,4813,2203.0,4935.0
149070,CME GROUP INC,2019,,2116.5,75215.3,4868.0,6200,49.7,4349.5
149082,WESTWOOD HOLDINGS GROUP INC,2019,,5.911,178.707,83.28,6282,1.584,7.762
149177,NEXSTAR MEDIA GROUP,2019,,230.259,13989.737,3039.324,4833,145.253,8584.177
149318,WYNN RESORTS LTD,2019,0.0,122.985,13871.281,6611.099,7990,342.933,10256.924
149337,NASDAQ INC,2019,,774.0,13924.0,4262.0,6200,452.0,3327.0
149379,FUTURE FINTECH GROUP INC,2019,,-25.229,115.981,0.955,7370,0.958,1.026
149618,BANC OF CALIFORNIA INC -OLD,2019,,23.759,7828.41,403.227,6020,639.0,753.113
149721,TRAVELZOO,2019,6.885,4.155,54.538,111.412,7370,5.301,8.238
149738,CIT GROUP INC,2019,,529.9,50832.8,3289.7,6020,14.3,6701.7
149906,HENNESSY ADVISORS INC,2019,,11.031,110.208,42.715,6282,4.327,13.048
150139,DICKS SPORTING GOODS INC,2019,0.0,297.462,6628.56,8750.743,5940,422.97,2677.446
150201,MARTIN MIDSTREAM PARTNERS LP,2019,,-174.946,667.156,847.118,5172,14.48,587.161
150221,GALECTIN THERAPEUTICS INC,2019,7.467,-13.294,48.467,0.0,2834,0.039,0.052
150258,HORNBECK OFFSHORE SVCS -REDH,2019,,-138.814,2668.887,225.662,4400,1266.843,24.219
150278,CARTER'S INC,2019,,263.802,2753.117,3553.923,2300,160.228,1259.044
150279,PROVIDENT FINANCIAL SVCS INC,2019,,112.633,9808.578,435.264,6036,847.906,320.055
150306,TEXAS CAPITAL BANCSHARES INC,2019,,322.866,32548.069,1442.752,6020,2541.766,491.422
150477,PRA GROUP INC,2019,,86.158,4423.891,993.056,6153,298.603,2583.199
150481,SAIA INC,2019,,113.719,1415.693,1786.735,4213,38.425,203.264
150562,NATURAL GAS SERVICES GROUP,2019,,-13.864,286.577,78.444,7359,0.606,0.415
150699,CIMAREX ENERGY CO,2019,,-124.619,7140.029,2362.969,1311,73.331,2188.167
150761,ONTRAK INC,2019,5.439,-25.659,23.855,35.095,8060,0.519,33.666
150803,BANK FIRST CORP,2019,,26.694,2210.168,101.797,6020,47.265,68.711
150837,NATURAL RESOURCE PARTNERS LP,2019,,-24.458,1085.907,210.348,6795,45.776,473.928
150922,SUNWIN STEVIA INTL INC,2019,1.885,-1.383,29.355,26.091,2090,3.378,0.0
151063,MARKETING ALLIANCE INC,2019,,-1.276,27.325,36.134,6411,1.45,8.014
151423,NEPHROS INC,2019,3.09,-3.42,11.629,10.334,3841,1.033,1.512
151544,PARKE BANCORP INC,2019,,29.841,1681.16,83.379,6020,112.15,38.447
151630,HALOZYME THERAPEUTICS INC,2019,140.804,-72.24,565.874,195.992,2836,19.542,383.045
152008,PLURI INC,2019,26.427,-35.307,31.31,0.054,2836,0.0,0.0
152109,BIMI INTERNATIONAL MEDCL INC,2019,0.0,-4.439,30.062,0.158,3490,0.107,0.0
152149,MOLINA HEALTHCARE INC,2019,0.0,737.0,6787.0,16829.0,6324,51.0,1516.0
153128,STAR EQUITY HOLDINGS INC,2019,,-0.955,46.704,93.811,7361,0.246,0.16
153616,EAGLE FINANCIAL SERVICES INC,2019,,9.759,877.32,43.213,6020,0.0,3.68
153630,SPECTRAL CAPITAL CORP,2019,0.0,-0.178,0.001,0.0,7370,0.0,0.0
154360,PARKS AMERICA INC,2019,,1.097,10.763,6.184,7996,0.204,1.153
153895,OPTIMUMBANK HOLDINGS INC,2019,,-1.1,126.748,5.356,6020,0.0,16.641
153957,BRAINSTORM CELL THERAPEUTICS,2019,17.204,-23.253,6.534,0.0,2836,1.263,1.103
154037,LIBERTY STAR URANIUM & METAL,2019,,-0.337,0.073,0.0,1000,0.319,0.0
154039,NETGEAR INC,2019,77.982,25.791,955.813,998.763,3576,9.357,25.434
154357,QEP RESOURCES INC,2019,,-97.3,5477.8,1206.2,1311,36.3,2060.4
154358,SOUTH JERSEY GAS CO,2019,,87.394,3348.555,569.226,4923,589.355,547.328
154499,BANK OF BOTETOURT BUCHANAN,2019,,4.979,491.66,25.163,6020,0.0,5.0
154605,ORAGENICS INC,2019,12.12,-15.566,19.753,0.0,2836,0.309,0.671
154739,GLADSTONE COMMERCIAL CORP,2019,0.0,9.628,1039.508,114.387,6798,0.0,632.441
154758,MODIVCARE INC,2019,,0.966,597.381,1509.944,4100,7.038,14.547
154984,CHASE GENERAL CORP,2019,,-0.035,0.76,2.521,2060,0.097,0.021
155277,POTOMAC ELECTRIC POWER CO,2019,,243.0,8661.0,2260.0,4911,90.0,2913.0
155280,AIR TRANSPORT SERVICES GROUP,2019,,61.202,2820.178,1452.183,4512,27.564,1500.011
155387,CARDIFF ONCOLOGY INC,2019,11.162,-16.414,13.087,0.245,2835,0.865,0.861
155393,WHITING PETROLEUM CORP,2019,,-241.166,7636.721,1581.314,1311,12.32,2848.245
155394,LKQ CORP,2019,0.0,541.26,12779.956,12506.109,5010,547.894,4852.986
155616,CINEVERSE CORP,2019,,-14.734,110.44,39.291,7822,49.284,0.684
155738,NELNET INC,2019,,141.803,23708.97,1810.711,6141,0.0,20562.743
155754,ASHFORD HOSPITALITY TRUST,2019,0.0,-113.635,4691.348,1503.519,6798,3279.403,880.385
155894,OMNIQ CORP,2019,,-5.456,34.453,57.199,7370,8.941,1.395
155913,PHARMACYTE BIOTECH INC,2019,0.301,-3.827,6.167,0.0,2836,0.142,0.047
155941,TRACK GROUP INC,2019,1.313,-2.564,49.382,34.019,7380,33.828,0.0
155969,CENTERPOINT ENRG HOUSTON ELE,2019,,356.0,11262.0,2990.0,4911,231.0,4720.0
155970,ONCOR ELECTRIC DELIVERY CO,2019,,651.0,27036.0,4347.0,4911,680.0,8083.0
156016,SEACOAST COMMERCE BANC HLDG,2019,,14.588,1131.355,73.585,6020,25.0,2.153
156153,ADEIA INC,2019,112.345,-62.53,1047.945,280.067,3674,5.845,348.093
156155,TD SYNNEX CORP,2019,,500.712,11697.96,23757.293,5045,298.969,2718.267
156157,MARLIN BUSINESS SERVICES INC,2019,,27.116,1207.443,166.656,6172,44.352,41.469
156383,AMERICAN NATIONAL GROUP INC,2019,,246.09,69696.552,3467.996,6311,0.0,658.381
156384,GLOBAL INDEMNITY GROUP LLC,2019,,70.015,2075.885,604.53,6351,73.629,246.55
156417,CENTRAL HUDSON GAS & ELECTR,2019,,64.862,2400.199,691.663,4931,40.542,706.186
156418,EXELON GENERATION CO LLC,2019,,1125.0,48995.0,18924.0,4911,3659.0,5717.0
156578,ARQ INC,2019,,35.537,173.799,70.086,3559,26.314,23.244
156614,CONN'S INC,2019,0.0,56.004,2168.769,1542.876,5731,35.995,1354.616
156617,ACORDA THERAPEUTICS INC,2019,60.083,-272.966,799.718,192.408,2836,8.349,241.265
156633,UNIVERSAL TECHNICAL INST,2019,,-7.868,270.526,331.504,8200,1.554,39.161
156654,KANSAS CITY POWER & LIGHT CO,2019,,255.2,8305.1,1806.5,4911,324.4,2614.1
156655,LACLEDE GAS CO,2019,,115.0,4021.9,1291.8,4924,386.4,925.0
156656,MADISON GAS & ELECTRIC CO,2019,,58.43,1973.477,568.855,4931,20.75,541.613
156816,PSEG POWER LLC,2019,,468.0,12805.0,4385.0,4911,416.0,2496.0
156818,PUBLIC SERVICE CO OF NEW MEX,2019,,41.181,5242.991,1093.822,4931,434.917,1499.077
156819,PUGET SOUND ENERGY INC,2019,,292.924,12625.045,3401.13,4931,194.943,4511.28
156820,SOUTHERN POWER CO,2019,,339.0,14300.0,1938.0,4911,1395.0,3950.0
156861,SOMNIGROUP INTERNATIONAL INC,2019,23.0,189.5,3061.8,3106.0,2510,88.2,1708.0
156953,HILLTOP HOLDINGS INC,2019,,225.291,15172.448,1820.845,6199,1548.695,403.81
157057,ASSURANT INC,2019,,382.6,44291.2,10086.8,6351,0.0,3686.4
157153,COMPASS MINERALS INTL INC,2019,,62.5,2443.2,1490.5,1400,66.0,1411.1
157234,MEDICAL MARIJUANA INC,2019,0.431,84.404,179.704,75.56,2834,0.0,12.261
157307,ISABELLA BANK CORP,2019,,13.024,1814.198,75.345,6020,85.999,190.0
157354,KRONOS WORLDWIDE INC,2019,17.0,87.1,1965.8,1731.1,2810,7.7,466.2
157373,VISTRA CORP,2019,,928.0,26616.0,11809.0,4911,1099.0,10221.0
157452,OXFORD SQUARE CAPITAL CORP,2019,,-32.798,385.267,62.65,6797,28.081,106.303
157498,PCB BANCORP,2019,,24.108,1746.328,104.814,6020,10.0,19.99
157679,SPIRIT REALTY CAPITAL INC,2019,0.0,175.266,5832.661,516.427,6798,4.1,2156.292
157755,MARCHEX INC,2019,20.127,-4.042,124.501,106.132,7389,1.5,5.664
157855,SALESFORCE INC,2019,2766.0,126.0,55126.0,17098.0,7372,807.0,5450.0
163920,WESTERN ALLIANCE BANCORP,2019,,499.171,26821.948,1290.14,6020,16.675,471.675
157865,LITE STRATEGY INC,2019,32.3,-16.819,82.663,4.915,2834,0.0,0.0
161853,KEARNY FINANCIAL CORP,2019,,42.142,6634.829,250.888,6036,912.171,409.811
158053,ADAMAS TRUST INC,2019,0.0,173.736,23483.369,791.919,6798,20923.125,187.755
158055,DYADIC INTERNATIONAL INC,2019,3.957,-8.308,37.452,1.681,2836,0.0,0.0
158313,OAK RIDGE FINANCIAL SERVICES,2019,,4.25,475.706,25.002,6020,10.0,21.376
158354,GENWORTH FINANCIAL INC,2019,,343.0,101342.0,8093.0,6311,397.0,3248.0
158563,CYTOKINETICS INC,2019,86.125,-121.692,289.814,26.868,2834,4.616,274.728
158587,BANCORP INC,2019,,51.559,5656.963,283.696,6020,0.082,54.392
158737,SP PLUS CORP,2019,,48.8,1479.6,1663.7,7500,133.1,678.8
158742,MARKETAXESS HOLDINGS INC,2019,,204.902,954.93,519.415,6200,0.0,97.991
158743,B&G FOODS INC,2019,,76.389,3227.59,1660.414,2033,15.438,1906.155
160173,ARBOR REALTY TRUST INC,2019,0.0,128.628,6239.16,546.42,6798,1634.416,3005.457
