gvkey,conm,fyear,xrd,ni,at,sale,siccd,dlc,dltt
023977,APPLE HOSPITALITY REIT INC,2021,0.0,18.828,4790.527,933.869,6798,241.831,1320.718
023978,UNITED STATES STEEL CORP,2021,,4174.0,17816.0,20275.0,3312,86.0,3999.0
023980,ASTRIA THERAPEUTICS INC,2021,180.169,-194.912,127.514,0.0,2836,0.365,0.0
023984,CION INVESTMENT CORP,2021,,118.764,1782.682,157.348,6797,0.0,822.372
023990,GLAUKOS CORP,2021,110.999,-49.593,1049.698,294.011,3841,1.01,382.375
023996,GLOBAL NET LEASE INC,2021,0.0,11.366,4182.956,391.228,6798,67.124,2382.417
024005,ABRAXAS PETROLEUM CORP/NV,2021,,-44.567,130.476,78.858,1311,212.728,2.315
024010,AMBASE CORP,2021,,-5.208,3.083,0.0,9995,0.0,0.0
024021,HAEMONETICS CORP,2021,46.801,43.375,1859.734,993.196,3841,221.344,615.145
024040,IONIS PHARMACEUTICALS INC,2021,643.453,-28.597,2611.69,810.456,2836,3.526,1247.524
024071,APPFOLIO INC,2021,65.98,1.028,408.017,359.37,7370,1.874,55.733
024073,GREEN PLAINS PARTNERS LP,2021,,40.362,114.472,78.452,4610,12.108,87.029
024076,OLLIE'S BARGAIN OUTLET HLDGS,2021,0.0,157.455,1972.172,1752.995,5331,75.867,355.012
024083,VERTEX INC,2021,44.018,-1.479,670.207,425.548,7370,4.217,24.388
024084,CONFORMIS INC,2021,14.791,-2.413,145.341,84.86,3842,1.83,26.826
024097,TAUTACHROME INC,2021,1.239,-5.08,0.145,0.0,7372,1.86,0.015
024099,LIFETIME BRANDS INC,2021,,20.801,829.074,862.924,3420,18.383,332.697
024131,SPINDLETOP OIL & GAS CO,2021,,1.037,26.085,6.068,1311,0.0,0.0
024135,ALARM.COM HOLDINGS INC,2021,177.713,52.259,1232.015,748.969,7370,10.331,457.936
024147,CORDIA CORP,2021,0.0,-0.57,0.025,0.0,5812,0.25,0.0
024157,FIRSTCASH HOLDINGS INC,2021,0.0,124.909,3836.452,1698.965,5900,90.57,1496.07
024171,DESIGNER BRANDS INC,2021,0.0,154.481,2014.634,3196.583,5661,202.228,818.965
024176,NATERA INC,2021,264.208,-471.716,1236.487,625.486,8071,55.804,341.43
024177,SERES THERAPEUTICS INC,2021,141.891,-65.578,354.859,144.927,2836,6.61,42.601
024197,IDEXX LABS INC,2021,161.009,744.845,2437.203,3215.36,2835,168.427,862.582
024204,BLOOMIA HOLDINGS INC,2021,,-3.534,10.65,19.503,7310,0.076,0.108
024216,AES CORP (THE),2021,,-409.0,32963.0,11141.0,4991,1412.0,17626.0
024225,CORVEL CORP,2021,,66.41,415.246,646.23,6411,13.348,29.792
024232,HANCOCK WHITNEY CORP,2021,,463.215,36531.205,1335.616,6020,1665.061,366.299
024234,LEGACY IMBDS INC,2021,,-22.008,522.647,551.134,5961,16.381,181.601
024249,TELADOC HEALTH INC,2021,311.884,-428.793,17734.608,2032.707,8090,26.0,1276.735
024287,OCTAVE SPECIALTY GROUP INC,2021,,-17.0,12303.0,261.0,6351,785.0,5689.0
024291,DINE BRANDS GLOBAL INC,2021,0.0,97.864,1999.366,896.167,6794,82.772,1692.063
024293,KAISER ALUMINUM CORP,2021,9.3,-18.5,2422.4,2622.0,3350,11.1,1083.2
024310,RENX ENTERPRISES CORP,2021,,-0.486,7.846,0.0,6552,1.972,0.0
024316,MONSTER BEVERAGE CORP,2021,,1377.475,7804.784,5541.352,2086,4.95,17.43
024330,SERITAGE GROWTH PROPERTIES,2021,0.0,-28.149,2414.138,116.742,6798,0.0,1466.502
024344,VERTEX PHARMACEUTICALS INC,2021,3051.1,2342.1,13432.5,7574.4,2834,80.2,887.2
024350,MONRO INC,2021,0.0,61.568,1871.412,1359.328,7500,76.784,726.578
024351,LINDBLAD EXPEDITIONS HLDGS,2021,,-119.206,827.491,147.107,4700,27.614,521.836
024352,PROGRESS SOFTWARE CORP,2021,103.338,78.42,1363.537,531.313,7372,33.693,557.657
024379,MGIC INVESTMENT CORP/WI,2021,,634.983,7325.008,1185.675,6351,0.0,1146.712
024396,TIVITY HEALTH INC,2021,,104.914,598.541,481.252,8090,8.007,383.991
024405,ZEBRA TECHNOLOGIES CP  -CL A,2021,567.0,837.0,6215.0,5627.0,3577,102.0,1043.0
024421,BOXLIGHT CORP,2021,1.826,-13.802,201.436,185.177,3861,9.804,42.137
024422,AQUA METALS INC,2021,0.933,-18.193,33.269,0.173,4953,0.388,0.33
024428,ADDVANTAGE TECHNOLOGIES GP,2021,,-6.502,27.312,62.16,5065,3.83,3.57
024430,EZCORP INC  -CL A,2021,0.0,8.612,1266.911,729.551,5900,52.263,425.516
024440,PROASSURANCE CORP,2021,,144.124,6191.477,1075.436,6331,0.0,445.83
024447,BOK FINANCIAL CORP,2021,,618.121,50249.431,1935.704,6020,2343.341,400.087
024458,SEASPINE HOLDINGS CORP,2021,22.006,-54.346,377.267,191.451,3842,2.234,5.866
024463,NATIONAL BEVERAGE CORP,2021,,158.512,467.804,1138.013,2086,10.543,50.703
024468,BIOGEN INC,2021,3148.5,1556.1,23877.3,10981.7,2836,1088.2,6604.4
024475,ISIGN SOLUTIONS INC,2021,0.547,-0.486,0.196,1.078,7372,3.024,0.045
024481,MADISON SQUARE GARDEN SPORTS,2021,,-13.954,1309.939,415.721,7900,71.951,1046.152
024501,RAPID7 INC,2021,160.779,-146.334,1296.011,535.404,7372,9.63,902.928
024506,PULMATRIX INC,2021,15.382,-20.171,58.817,5.169,2836,1.431,0.857
024508,OOMA INC,2021,38.193,-1.751,109.253,192.29,4813,3.26,11.194
024515,VTV THERAPEUTICS INC,2021,13.324,-12.987,25.474,4.005,2836,0.44,0.492
024533,NATIONAL HEALTH INVESTORS,2021,0.0,111.804,2838.876,296.904,6798,75.389,1167.494
024552,DASEKE INC,2021,,56.0,1087.4,1556.8,4213,89.2,612.5
024598,BIOCARDIA INC,2021,8.558,-12.623,15.718,1.015,2836,0.237,1.631
024599,SPYRE THERAPEUTICS INC,2021,57.069,-65.801,109.926,18.739,2836,0.854,4.624
024601,CSW INDUSTRIALS INC,2021,4.8,66.385,995.36,626.435,2800,9.83,315.489
024610,WIRELESS TELECOM GROUP INC,2021,5.55,1.5,44.351,49.245,3663,0.711,4.21
024611,SPX FLOW INC,2021,27.4,66.7,2086.2,1529.0,3561,48.0,410.4
024616,PAYPAL HOLDINGS INC,2021,1600.0,4169.0,75803.0,25371.0,7389,1141.0,8669.0
024617,OLD DOMINION FREIGHT,2021,,1034.375,4821.544,5256.328,4213,14.0,188.736
024620,RYMAN HOSPITALITY PPTYS INC,2021,0.0,-176.966,3580.525,936.095,6798,5.0,3045.589
024638,TRANSUNION,2021,,1387.1,12635.0,2960.2,7323,153.0,6370.4
024658,IDEANOMICS INC,2021,0.76,-256.011,473.437,114.08,3713,61.207,9.647
024660,ALT5 SIGMA CORP,2021,,-16.887,15.165,40.022,4953,2.853,3.788
024868,AMEREN ILLINOIS CO,2021,,427.0,15035.0,2895.0,4931,503.0,3992.0
024672,AI ERA CORP,2021,0.0,-3.608,5.758,0.115,7372,0.048,0.0
024678,HORACE MANN EDUCATORS CORP,2021,,142.8,14383.9,1251.1,6331,254.0,1041.1
024708,ATN INTERNATIONAL INC,2021,,-22.108,1608.604,602.707,4812,25.486,448.978
024720,WABASH NATIONAL CORP,2021,13.6,1.164,1107.071,1803.268,3715,3.566,436.187
024725,WORLD ACCEPTANCE CORP/DE,2021,,53.92,1218.296,582.388,6141,0.0,779.846
024731,KIMCO REALTY CORP,2021,0.0,844.059,18459.199,1472.535,6798,923.9,6698.321
024732,AERKOMM INC,2021,0.0,-9.383,55.191,3.25,4899,2.033,8.735
024750,WISDOMTREE INC,2021,,49.797,1037.86,304.318,6282,0.209,318.952
024755,SANFILIPPO JOHN B&SON,2021,2.0,59.741,398.455,858.482,2060,15.051,12.958
024783,TETRA TECH INC,2021,,232.81,2576.562,3213.513,8711,79.956,374.285
024795,AMERICAN SUPERCONDUCTOR CP,2021,10.47,-19.193,173.887,108.435,3621,0.819,2.991
024797,BIOLARGO INC,2021,3.517,-7.08,3.023,2.531,2860,0.417,0.716
024800,QUALCOMM INC,2021,7176.0,9043.0,41240.0,33566.0,3674,2170.0,14129.0
024825,COPT DEFENSE PROPERTIES,2021,0.0,76.541,4262.452,673.418,6798,303.333,1998.313
024837,ALLIED HEALTHCARE PRODS INC,2021,0.572,1.687,17.702,36.279,3842,2.082,0.008
024842,PRECISION OPTICS CORP INC,2021,0.624,-0.103,6.261,10.675,3845,0.099,0.152
024844,SPOK HOLDINGS INC,2021,17.92,-22.18,248.154,142.153,4812,5.405,11.883
024856,GILEAD SCIENCES INC,2021,5540.0,6225.0,67952.0,27305.0,2836,1617.0,25668.0
024861,PLANET FITNESS INC,2021,,42.774,2015.983,587.023,7997,40.023,1938.185
024862,STAR ALLIANCE INTL CORP,2021,,-0.503,0.515,0.0,1040,0.543,0.0
024890,MISONIX INC,2021,5.029,-14.473,198.86,74.024,3841,7.036,40.167
024891,PD-RX PHARMACEUTICALS INC,2021,,1.856,10.9,21.602,5122,0.0,0.0
024901,LM FUNDING AMERICA INC,2021,,4.759,62.104,0.899,6159,0.183,0.0
024905,SUNRUN INC,2021,23.165,-79.423,16483.252,1609.954,3620,233.033,6736.013
024911,MASTERCRAFT BOAT HLDNGS IN,2021,6.8,56.17,276.46,525.808,3730,2.866,90.277
024912,ACORN ENERGY INC,2021,0.739,-0.021,6.042,6.776,3812,0.107,0.336
024925,ROPER TECHNOLOGIES INC,2021,528.4,1152.6,23713.9,5777.8,3823,850.6,7303.5
024966,GEOVAX LABS INC,2021,15.554,-18.57,11.797,0.386,2836,0.0,0.0
024975,SYNOPSYS INC,2021,1504.823,757.516,8752.26,4204.193,7372,154.67,512.097
024978,CALLAWAY GOLF CO,2021,68.0,321.988,7747.78,3133.447,3949,103.22,3003.737
024980,CROSS TIMBERS ROYALTY TRUST,2021,0.0,6.673,5.089,7.438,6792,0.0,0.0
024996,LINEAGE CELL THERAPEUTICS IN,2021,33.914,-43.019,174.545,4.341,2836,0.831,1.971
025027,LIFEVANTAGE CORP,2021,0.7,12.894,78.732,220.181,2834,2.151,16.032
025030,VIRTUS INVESTMENT PTNRS INC,2021,,208.131,3934.181,979.234,6282,2.75,2343.513
025069,USA TRUCK INC,2021,,24.768,364.035,710.387,4213,31.843,136.273
025088,APPLIED ENERGETICS INC,2021,0.282,-5.425,4.891,0.0,3600,1.1,0.507
025105,PRESURANCE HOLDINGS INC,2021,,-1.094,290.404,104.308,6331,0.0,35.064
025110,ICU MEDICAL INC,2021,47.498,103.135,1880.738,1316.308,3841,9.652,36.038
025119,MOHAWK INDUSTRIES INC,2021,,1033.159,14224.517,11200.613,2273,731.942,1997.672
025128,ZYNERBA PHARMACEUTICALS INC,2021,21.424,-37.309,81.172,0.0,2834,0.209,0.354
025129,SIERRA ONCOLOGY,2021,67.15,-94.659,109.367,0.0,2836,0.368,0.485
025130,CORNERSTNE BULDNG BRNDS INC,2021,13.4,665.859,5827.46,5583.137,3448,99.15,3261.904
025138,ASURE SOFTWARE INC,2021,5.41,3.193,433.245,76.064,7370,3.458,37.866
025166,KOPIN CORP,2021,6.312,-13.733,62.708,45.666,3674,0.701,3.108
025588,KENTUCKY UTILITIES CO,2021,,296.0,9272.0,1826.0,4911,303.0,2635.0
025173,RENASANT CORP,2021,,175.892,16810.311,690.993,6020,14.364,537.859
025180,AGCO CORP,2021,272.9,897.0,9182.1,11138.3,3523,139.0,1532.7
025201,CASS INFORMATION SYSTEMS INC,2021,,28.604,2554.901,155.188,7389,0.0,4.887
025219,HOULIHAN LOKEY INC,2021,,437.751,2886.81,2269.958,6282,0.0,208.93
025234,BUCKLE INC,2021,0.0,254.82,780.884,1294.607,5651,88.273,200.067
025274,UNIVERSAL DISPLAY CORP,2021,99.673,184.213,1466.919,553.525,3674,3.351,27.263
025279,BOSTON SCIENTIFIC CORP,2021,1204.0,1041.0,32229.0,11888.0,3845,332.0,9193.0
025283,KOHL'S CORP,2021,0.0,938.0,15054.0,19433.0,5311,263.0,6522.0
025302,INTRUSION INC,2021,6.328,-18.802,9.233,7.277,7372,1.579,1.923
025318,US PHYSICAL THERAPY INC,2021,0.0,40.831,749.426,495.022,8000,31.305,191.772
025327,PROVIDENT BANCORP INC,2021,,16.139,1729.283,69.682,6036,0.0,17.887
025331,FRANKLIN COVEY CO,2021,,13.623,249.654,224.168,8200,9.358,25.275
025332,LOOP INDUSTRIES INC,2021,27.737,-44.921,59.22,0.0,2821,0.0,3.378
025338,BED BATH & BEYOND INC (OLD),2021,0.0,-559.623,5130.572,7867.778,5700,349.0,2723.225
025339,CREDIT ACCEPTANCE CORP,2021,,958.3,7050.9,1856.0,6141,1431.3,3185.5
025340,D R HORTON INC,2021,,4175.8,24015.9,27803.5,1531,1900.0,3549.4
025349,GLOBAL BLOOD THERAPEUTICS,2021,212.135,-303.091,939.208,194.749,2836,5.67,653.947
025360,BION ENVIRONMENTAL TECH INC,2021,0.749,-3.448,4.342,0.0,2870,9.868,4.793
025376,COLUMBIA BNKING SYS INC -OLD,2021,,202.82,20945.333,630.159,6020,86.013,94.044
025389,GRAPHIC PACKAGING HOLDING CO,2021,10.0,204.0,10457.0,7156.0,2650,352.0,5708.0
025424,HOSTESS BRANDS INC,2021,,119.299,3466.311,1142.036,2050,14.17,1099.975
025430,FUELCELL ENERGY INC,2021,11.315,-101.055,875.248,69.585,3690,11.117,85.716
025434,STARBUCKS CORP,2021,,4199.3,31392.6,29060.6,5812,2250.2,21354.9
025447,SKYX PLATFORMS CORP,2021,,-5.73,11.954,0.043,3690,0.405,6.793
025462,STRATUS PROPERTIES INC,2021,,57.394,541.226,28.236,6552,45.593,75.041
025472,LIFEMD INC,2021,,-60.898,49.923,92.876,2834,0.671,1.178
025481,NATIONAL BANKSHARES INC VA,2021,,20.382,1702.175,53.225,6020,0.0,1.558
025529,VIZIO HOLDING CORP,2021,34.2,-39.4,935.8,2124.0,3651,2.4,6.5
025536,CENTRAL GARDEN & PET CO,2021,0.0,151.746,3116.68,3303.684,5140,41.812,1314.808
025539,CPI CARD GROUP INC,2021,,15.941,268.14,375.119,3572,4.114,316.997
025572,ENCORE WIRE CORP,2021,,541.422,1530.536,2592.721,3357,0.0,0.0
025589,AMERICAN RESOURCES CORP,2021,,-32.504,42.873,7.756,1220,6.082,9.716
025632,KENNEDY-WILSON HOLDINGS INC,2021,,330.4,7876.5,453.6,6510,17.2,5427.7
025633,OMEGA HEALTHCARE INVS INC,2021,0.0,416.739,9638.478,1077.573,6798,9.945,5260.771
025645,ALBERTSONS COS INC,2021,0.0,1619.6,28123.0,71887.0,5411,1469.4,12556.2
025665,LTC PROPERTIES INC,2021,0.0,55.861,1504.825,157.922,6798,48.16,674.559
025709,EQUUS TOTAL RETURN INC,2021,,2.588,39.716,0.0,6797,2.5,0.0
025711,ESCALON MEDICAL CORP,2021,0.89,-0.052,5.683,10.472,3845,0.987,0.785
025726,CPI AEROSTRUCTURES INC,2021,,6.82,55.006,103.37,3728,4.945,29.237
025737,CHEESECAKE FACTORY INC,2021,0.0,72.373,2798.125,2927.54,5812,131.818,1684.286
025740,RENOVARE ENVIRONMENTAL INC,2021,,-21.597,42.336,12.348,3590,40.286,2.114
025747,LITTELFUSE INC,2021,65.94,283.806,3151.704,2079.928,3613,34.018,634.202
025749,ASGN INC,2021,,409.9,3502.8,4009.5,7363,23.3,1074.1
025756,EVERPURE INC,2021,581.935,-143.259,3135.315,2180.848,3572,35.098,880.258
025849,GLOBAL CLEAN ENERGY HOLDINGS,2021,,-51.416,421.769,0.215,2070,36.422,321.514
025852,CONSUMER PORTFOLIO SVCS INC,2021,,47.524,2159.578,267.811,6159,0.0,1955.905
025870,MINERALS TECHNOLOGIES INC,2021,19.5,164.4,3374.2,1858.3,1400,92.5,983.4
025880,PATTERSON COS INC,2021,,203.21,2741.63,6499.405,5047,58.348,531.886
025893,SITEONE LANDSCAPE SUPPLY INC,2021,0.0,238.4,2116.1,3475.7,5080,77.1,529.8
025895,RADIAN GROUP INC,2021,,600.671,7839.185,1329.932,6351,71.05,1542.929
025898,SURGERY PARTNERS INC,2021,0.0,-70.9,6117.6,2225.1,8090,100.5,3194.0
025904,ACLARIS THERAPEUTICS INC,2021,43.813,-90.865,251.211,6.761,2834,0.693,2.201
025915,QUMU CORP,2021,8.426,-16.365,37.096,24.022,7370,6.099,0.134
025922,KADANT INC,2021,11.403,84.043,1132.212,786.579,3550,9.952,284.117
025923,HG HOLDINGS INC,2021,,2.76,38.865,2.435,6361,0.278,0.169
025924,NAVIDEA BIOPHARMACEUTICALS,2021,5.142,-11.731,6.645,0.532,2835,0.729,0.02
025935,GULF RESOURCES INC,2021,,-0.925,309.857,55.031,2810,0.734,9.329
025937,LIGAND PHARMACEUTICAL INC,2021,69.012,57.138,1297.59,277.133,2834,2.099,336.269
025964,CHART INDUSTRIES INC,2021,12.7,59.1,3043.8,1317.7,3443,261.7,622.2
025969,REGIONAL BRANDS INC,2021,,1.981,25.187,28.603,5030,0.64,3.024
025979,PERMA-FIX ENVIRONMENTAL SVCS,2021,0.746,0.835,77.301,72.191,4955,1.132,3.513
025999,GYRE THERAPEUTICS INC,2021,68.889,-87.933,55.662,7.338,2836,1.977,0.408
026013,SM ENERGY CO,2021,,36.229,5233.977,2622.894,1311,6.516,2100.604
026016,UNIVERSAL INSURANCE HLDGS,2021,,20.407,2056.141,1121.851,6331,1.471,102.205
026028,EMPIRE PETROLEUM CORP,2021,,-18.615,50.09,27.904,1311,1.881,7.56
026045,ULTRALIFE CORP,2021,6.826,-0.234,159.538,98.267,3690,2.867,20.6
026061,MATCH GROUP INC,2021,241.049,277.723,5063.288,2983.277,7370,110.545,3942.954
026069,GULFPORT ENERGY CORP,2021,,138.165,2168.232,808.802,1311,0.182,713.086
026071,FIRST CMNTY BANCSHARES INC,2021,,51.168,3194.519,139.611,6020,1.536,0.77
026080,PINEAPPLE INC,2021,,-1.105,9.397,0.0,8742,0.907,0.0
026081,KURA ONCOLOGY INC,2021,84.721,-130.466,534.051,0.0,2836,2.263,4.612
026083,TIANCI INTERNATIONAL INC,2021,,-0.074,0.018,0.0,9995,0.0,0.0
026097,THERALINK TECHNOLOGIES INC,2021,,-5.472,1.639,0.506,2836,0.191,0.288
026112,CYTOMX THERAPEUTICS INC,2021,114.194,-115.87,339.411,37.312,2836,3.618,18.056
026146,REGENXBIO INC,2021,181.437,127.84,1113.904,470.347,2836,39.641,218.389
026147,PENUMBRA INC,2021,104.552,5.284,1244.25,747.59,3841,9.98,163.568
026149,AVALO THERAPEUTICS INC,2021,59.835,-84.376,80.214,5.398,2834,0.485,34.851
026156,HEWLETT PACKARD ENTERPRISE,2021,1979.0,3427.0,57699.0,27784.0,3571,3744.0,10834.0
026162,ANAPTYSBIO INC,2021,98.496,-57.796,643.07,63.175,2836,1.505,270.543
026167,BALDWIN INSURANCE GROUP INC,2021,,-30.646,2876.307,567.29,6411,82.541,920.971
026179,SMARTFINANCIAL INC,2021,,34.79,4611.579,149.181,6020,14.107,125.289
026218,LAZYDAYS HOLDINGS INC,2021,0.0,82.021,698.128,1235.048,5500,206.141,141.713
026270,STELLAR BANCORP INC,2021,,81.553,7104.954,261.746,6020,0.0,209.173
026297,LOANDEPOT INC,2021,,113.524,11812.313,3943.161,6162,4753.964,4766.748
026305,LAUREATE EDUCATION INC,2021,,192.446,2211.31,1086.701,8200,87.231,481.692
026333,BLUSKY AI INC,2021,0.0,-2.84,1.172,4.726,1040,11.256,0.115
026335,DULUTH HOLDINGS INC,2021,0.0,29.702,515.55,698.584,5961,16.276,173.969
026336,PLX PHARMA INC,2021,4.182,-46.125,76.642,8.208,2834,0.115,0.136
026341,VOYAGER THERAPEUTICS INC,2021,73.787,-71.197,193.855,37.415,2836,5.571,38.608
026343,ARMSTRONG FLOORING INC,2021,,-53.0,517.0,649.9,3089,113.7,17.4
026347,EQUITY BANCSHARES INC,2021,,52.48,5137.631,189.625,6020,56.006,101.813
026349,AXSOME THERAPEUTICS INC,2021,58.061,-130.403,87.785,0.0,2836,0.621,49.09
026356,ARTELO BIOSCIENCES INC,2021,2.839,-7.437,12.635,0.0,2834,0.028,0.067
026359,APELLIS PHARMACEUTICALS,2021,345.869,-746.354,881.765,66.563,2834,11.699,551.256
026361,RED ROCK RESORTS INC,2021,0.0,241.85,3140.333,1617.899,7990,28.897,2849.483
026364,CINCINNATI BANCORP,2021,,1.649,251.464,17.765,6035,0.0,0.0
026366,AMERICAN BTTRY TECHNOLOGY CO,2021,0.858,-41.76,21.263,0.0,1000,0.0,
026367,BLOCK INC,2021,1399.079,166.284,13925.764,17661.203,7374,562.015,4954.225
026410,FOUR CORNERS PROPERTY TR INC,2021,0.0,85.581,1902.98,199.414,6798,0.0,883.208
026413,ASSOCIATED CAPITAL GROUP INC,2021,,59.203,1203.336,20.924,6200,12.905,0.0
026475,CLIPPER REALTY INC,2021,0.0,-7.587,1233.657,122.729,6798,32.215,1098.939
026478,VANJIA CORP,2021,,0.002,0.772,0.034,1531,0.0,0.0
026494,ATLASSIAN CORP,2021,963.326,-696.315,2945.344,2089.132,7370,391.245,214.103
026495,WELBILT INC,2021,42.5,70.3,2277.6,1546.9,3580,10.0,1423.3
026509,ELEVATE CREDIT INC,2021,,-33.598,710.682,416.637,6141,0.0,514.448
026520,SCHMITT INDUSTRIES INC/OR,2021,0.04,-3.284,22.839,9.893,3823,1.978,16.406
026528,EXAGEN INC,2021,7.237,-26.851,123.445,48.299,2835,0.587,28.361
026545,RMR GROUP INC,2021,,35.696,497.911,607.238,8741,4.922,29.148
026567,FREEDOM HOLDING CORP,2021,,217.935,2971.283,581.942,6211,760.113,40.485
026579,BONE BIOLOGICS CORP,2021,0.082,-1.611,6.675,0.0,2836,0.0,0.0
026590,FORTIVE CORP,2021,354.8,608.4,16465.5,5254.7,3829,2196.3,1947.2
026630,REALLOYS INC,2021,0.643,-2.616,11.15,6.112,7370,1.034,0.404
026636,SENSEONICS HLDGS INC,2021,27.217,-302.474,198.928,13.675,3845,3.83,60.377
026658,AVANGRID INC,2021,,707.0,39504.0,6959.0,,549.0,8162.0
026669,INSIGHT MOLECLAR DIAGNOS INC,2021,13.631,-64.097,159.563,7.727,2836,2.132,3.545
026677,SECUREWORKS CORP,2021,122.494,-39.791,987.302,535.214,7372,5.959,16.869
026746,NUTANIX INC,2021,556.95,-1034.26,2277.496,1394.364,7370,44.442,1148.82
026749,HERC HOLDINGS INC,2021,,224.1,4490.4,2073.1,7350,53.9,2414.7
026788,TABULA RASA HEALTHCARE INC,2021,19.791,-79.055,499.418,331.26,7370,4.688,368.029
026798,CLEARSIDE BIOMEDICAL INC,2021,18.537,0.376,42.903,29.575,2834,0.387,0.288
026809,CERVOMED INC,2021,17.138,-24.096,37.839,0.0,2836,0.0,0.0
026812,GCP APPLIED TECHNOLOGIES INC,2021,17.8,21.2,1446.6,970.1,2860,9.6,390.7
026817,OUTLOOK THERAPEUTICS INC,2021,38.958,-53.163,22.811,0.0,2836,0.973,10.929
026826,NORTHSTAR HEALTHCRE INCM INC,2021,,25.067,1412.873,263.787,6798,29.495,900.975
026839,PHILLIPS EDISON & CO INC,2021,0.0,15.121,4668.768,534.541,6798,60.746,1836.287
026847,TACTILE SYSTEMS TECHNOLOGY,2021,5.659,-11.811,244.27,208.057,3845,5.466,75.144
026864,PERMIAN RESOURCES CORP,2021,,138.175,3804.594,1029.892,1311,1.413,841.567
026873,MOLECULIN BIOTECH INC,2021,14.418,-15.894,84.09,0.0,2836,0.096,0.063
026874,EDITAS MEDICINE INC,2021,142.507,-192.502,677.483,25.544,2836,10.309,16.069
026891,BIOTRICITY INC,2021,2.744,-29.13,16.678,7.65,3845,1.75,13.604
026892,REATA PHARMACEUTICALS INC,2021,155.993,-297.386,735.016,11.49,2836,3.142,495.033
026895,CORVUS PHARMACEUTICALS INC,2021,29.115,-43.241,109.455,0.0,2836,1.046,2.601
026908,SENSUS HEALTHCARE INC,2021,3.436,4.119,32.24,27.042,3845,0.225,0.0
026920,CREATD INC,2021,0.984,-37.293,9.173,4.3,7370,1.456,0.064
026922,PROTAGENIC THERAPEUTICS INC,2021,1.137,-4.523,11.06,0.0,2836,0.0,0.318
027345,PRINCETON BANCORP INC,2021,,22.486,1687.682,73.941,6020,0.0,18.561
027014,ATKORE INC,2021,,587.857,2210.099,2928.014,3640,11.785,788.622
027032,NORRIS INDUSTRIES INC,2021,,-0.499,0.387,0.452,1311,0.0,3.6
027045,MGM GROWTH PROPERTIES LLC,2021,0.0,205.503,10431.106,883.48,6798,0.0,4554.337
027046,EIGER BIOPHARMACEUTICALS INC,2021,64.436,-33.917,126.402,12.142,2836,8.437,24.102
027086,RISKON INTERNATIONAL INC,2021,0.0,-9.925,35.977,25.6,1311,1.644,0.764
027111,METROCITY BANKSHARES INC,2021,,61.701,3106.158,142.544,6020,0.0,510.32
027119,INGEVITY CORP,2021,,118.1,2469.0,1391.5,2860,37.0,1286.2
027155,INTELLIA THERAPEUTICS INC,2021,229.807,-267.892,1294.464,33.053,2836,9.112,64.911
027186,ATLANTA BRAVES HOLDINGS INC,2021,,-11.0,1636.0,568.0,7900,12.0,685.0
027187,LIBERTY MEDIA FORMULA ONE,2021,,-190.0,11664.0,2136.0,7948,695.0,2936.0
027189,LIBERTY MEDIA CORP -CONSOL,2021,,398.0,44351.0,11400.0,4832,2950.0,16215.0
027199,VAALCO ENERGY INC,2021,,81.836,263.09,199.075,1311,9.642,0.587
027215,F&G ANNUITIES & LIFE INC,2021,,865.0,48730.0,3373.0,6311,0.0,991.0
027235,BUSINESS FIRST BANCSHS INC,2021,,52.136,4726.378,205.728,6020,19.141,168.449
027240,BALLYS CORP,2021,0.0,-114.697,6553.217,1322.443,7990,43.956,3933.252
027246,HAMMER TECHNOLOGY HOLDI CORP,2021,,2.474,4.902,2.199,4899,0.581,0.0
027251,VIVID SEATS INC,2021,0.0,-16.119,1408.795,443.038,5961,0.0,460.132
027252,PULSE BIOSCIENCES INC,2021,28.64,-63.66,54.249,1.418,3845,1.21,10.04
027274,NANTHEALTH INC,2021,19.707,-58.259,197.828,62.649,7370,2.694,255.785
027318,ZEDGE INC,2021,,8.248,37.477,19.569,7372,0.086,0.145
027335,HIGHLANDS REIT INC,2021,0.0,-13.046,321.013,28.659,6798,8.736,53.676
027338,APTEVO THERAPEUTICS INC,2021,18.994,-28.457,56.601,12.292,2836,28.151,20.628
027339,AGEAGLE AERIAL SYSTEMS,2021,4.083,-30.109,104.683,9.761,3721,1.688,1.75
027354,CARTESIAN THERAPEUTICS INC,2021,68.736,-25.687,159.883,85.077,2836,7.01,28.271
027364,TWILIO INC,2021,789.219,-949.9,12998.598,2841.839,7370,64.695,1222.292
027373,VALVOLINE INC,2021,15.0,420.0,3191.0,2981.0,2990,64.0,2129.0
027386,JELD-WEN HOLDING INC,2021,,168.822,3738.671,4771.719,2430,82.441,1834.014
027387,IMPINJ INC,2021,64.058,-51.26,315.537,190.283,3674,13.776,290.595
027392,SYROS PHARMACEUTICALS INC,2021,99.872,-86.558,182.935,23.488,2836,2.011,63.18
027393,HILTON GRAND VACATIONS,2021,,176.0,8008.0,2335.0,6532,518.0,3810.0
027394,PARK HOTELS & RESORTS,2021,0.0,-459.0,9743.0,1356.0,6798,97.0,4802.0
027463,INLAND REAL ESTATE INCOME TR,2021,0.0,-2.503,1126.707,119.414,6798,231.161,388.777
027594,TRULEUM INC,2021,,-1.071,0.17,0.004,1311,1.275,0.157
027555,ORTHOPEDIATRICS CORP,2021,5.543,-16.26,304.274,98.049,3842,12.999,15.216
